,20151231,20160331,20160630,20160930,20161230,20170331,20170630,20170929,20171229,20180330,20180629,20180928,20181228,20190329,20190628,20190930,20191231,20200331,20200630,20200930
104,601390.SH,601211.SH,600031.SH,601958.SH,300002.SZ,300059.SZ,000686.SZ,000686.SZ,601818.SH,600674.SH,300059.SZ,300059.SZ,300059.SZ,600025.SH,300072.SZ,300072.SZ,600809.SH,600886.SH,600004.SH,600068.SH
105,600583.SH,000778.SZ,600649.SH,600999.SH,300015.SZ,300070.SZ,000709.SZ,000709.SZ,601857.SH,600705.SH,300070.SZ,300070.SZ,300070.SZ,600027.SH,300122.SZ,300122.SZ,600816.SH,600887.SH,600570.SH,600085.SH
106,000538.SZ,600886.SH,601718.SH,600098.SH,300017.SZ,300072.SZ,000718.SZ,000718.SZ,601866.SH,601012.SH,300072.SZ,300072.SZ,300072.SZ,600028.SH,300124.SZ,300124.SZ,600837.SH,600893.SH,600436.SH,600089.SH
107,002422.SZ,600415.SH,000750.SZ,601899.SH,300024.SZ,300085.SZ,000725.SZ,000725.SZ,601872.SH,601718.SH,300122.SZ,300122.SZ,300122.SZ,600029.SH,300136.SZ,300136.SZ,600848.SH,600535.SH,600031.SH,600104.SH
108,601117.SH,002736.SZ,600085.SH,601098.SH,300027.SZ,300104.SZ,000728.SZ,000728.SZ,601877.SH,601607.SH,300124.SZ,300124.SZ,300124.SZ,600030.SH,300142.SZ,300142.SZ,600867.SH,600516.SH,600271.SH,600109.SH
109,000402.SZ,002230.SZ,601933.SH,000630.SZ,300033.SZ,300124.SZ,000738.SZ,000738.SZ,601878.SH,000750.SZ,300136.SZ,300136.SZ,300136.SZ,600031.SH,300144.SZ,300144.SZ,600886.SH,600050.SH,600029.SH,600111.SH
110,601377.SH,600717.SH,600061.SH,600783.SH,300058.SZ,300133.SZ,000750.SZ,000750.SZ,601881.SH,002450.SZ,300144.SZ,300144.SZ,300142.SZ,600036.SH,300251.SZ,300251.SZ,600887.SH,600522.SH,600352.SH,600115.SH
111,600352.SH,600518.SH,600900.SH,600362.SH,300059.SZ,300144.SZ,000768.SZ,000768.SZ,601888.SH,300251.SZ,300251.SZ,300251.SZ,300144.SZ,600038.SH,300296.SZ,300296.SZ,600893.SH,600030.SH,600489.SH,600118.SH
112,000598.SZ,600089.SH,600867.SH,601800.SH,300070.SZ,300146.SZ,000776.SZ,000776.SZ,601898.SH,600029.SH,300408.SZ,300408.SZ,300251.SZ,600048.SH,300408.SZ,300408.SZ,600900.SH,600004.SH,600487.SH,600170.SH
113,601901.SH,601179.SH,600804.SH,603993.SH,300072.SZ,300168.SZ,000783.SZ,000783.SZ,601899.SH,600177.SH,300433.SZ,300433.SZ,300296.SZ,600050.SH,300413.SZ,300413.SZ,600919.SH,600570.SH,600547.SH,600176.SH
114,600000.SH,600350.SH,002470.SZ,000712.SZ,300085.SZ,300182.SZ,000792.SZ,000792.SZ,601901.SH,000503.SZ,600000.SH,600000.SH,300408.SZ,600061.SH,300433.SZ,300433.SZ,600926.SH,600436.SH,600015.SH,600177.SH
115,300024.SZ,002146.SZ,002065.SZ,300024.SZ,300104.SZ,300251.SZ,000793.SZ,000793.SZ,601919.SH,600390.SH,600008.SH,600008.SH,300433.SZ,600066.SH,300498.SZ,300498.SZ,600928.SH,600031.SH,600406.SH,600183.SH
116,600060.SH,600583.SH,600208.SH,600446.SH,300124.SZ,300315.SZ,000826.SZ,000826.SZ,601933.SH,603858.SH,600009.SH,600009.SH,600000.SH,600068.SH,600000.SH,600000.SH,600958.SH,600271.SH,600900.SH,600188.SH
117,601607.SH,000568.SZ,600535.SH,000046.SZ,300133.SZ,600000.SH,000839.SZ,000839.SZ,601939.SH,002008.SZ,600010.SH,600010.SH,600004.SH,600085.SH,600004.SH,600004.SH,600968.SH,600029.SH,600340.SH,600196.SH
118,600795.SH,300124.SZ,600317.SH,600023.SH,300144.SZ,600008.SH,000858.SZ,000858.SZ,601958.SH,002142.SZ,600011.SH,600011.SH,600009.SH,600089.SH,600009.SH,600009.SH,600977.SH,600352.SH,000100.SZ,600208.SH
119,002008.SZ,601919.SH,002450.SZ,601668.SH,300146.SZ,600009.SH,000876.SZ,000876.SZ,601966.SH,600085.SH,600015.SH,600015.SH,600010.SH,600100.SH,600010.SH,600016.SH,600989.SH,600489.SH,600438.SH,600219.SH
120,601998.SH,002007.SZ,600098.SH,601111.SH,300168.SZ,600010.SH,000895.SZ,000895.SZ,601985.SH,600153.SH,600016.SH,600016.SH,600011.SH,600104.SH,600011.SH,600010.SH,600998.SH,600487.SH,601658.SH,600221.SH
121,002202.SZ,600066.SH,000559.SZ,000063.SZ,300182.SZ,600015.SH,000917.SZ,000917.SZ,601988.SH,600196.SH,600018.SH,600018.SH,600015.SH,600109.SH,600015.SH,600011.SH,600999.SH,600547.SH,002001.SZ,600233.SH
122,601006.SH,600085.SH,600648.SH,601998.SH,300251.SZ,600016.SH,000938.SZ,000938.SZ,601989.SH,601328.SH,600019.SH,600019.SH,600016.SH,600111.SH,600016.SH,600015.SH,601006.SH,600015.SH,002007.SZ,600276.SH
123,600252.SH,600340.SH,000100.SZ,600037.SH,300315.SZ,600018.SH,000959.SZ,000959.SZ,601991.SH,000166.SZ,600023.SH,600023.SH,600018.SH,600115.SH,600018.SH,600018.SH,601009.SH,600406.SH,002008.SZ,600297.SH
124,000712.SZ,002465.SZ,600958.SH,601169.SH,600000.SH,600019.SH,000961.SZ,000961.SZ,601992.SH,000415.SZ,600025.SH,600025.SH,600019.SH,600118.SH,600019.SH,600019.SH,601012.SH,600900.SH,600482.SH,600299.SH
125,600703.SH,601398.SH,002736.SZ,000100.SZ,600005.SH,600021.SH,000963.SZ,000963.SZ,601997.SH,002174.SZ,600028.SH,600028.SH,600023.SH,600153.SH,600023.SH,600023.SH,601018.SH,600340.SH,002024.SZ,600309.SH
126,000858.SZ,002475.SZ,002153.SZ,601006.SH,600008.SH,600023.SH,000977.SZ,000977.SZ,601998.SH,002608.SZ,600029.SH,600029.SH,600025.SH,600157.SH,600025.SH,600025.SH,601021.SH,000100.SZ,601816.SH,600332.SH
127,002142.SZ,002038.SZ,600030.SH,601377.SH,600009.SH,600028.SH,000983.SZ,000983.SZ,603160.SH,601727.SH,600030.SH,600030.SH,600027.SH,600170.SH,600027.SH,600027.SH,601066.SH,600438.SH,002027.SZ,600346.SH
128,601939.SH,000768.SZ,002465.SZ,601857.SH,600010.SH,600029.SH,001979.SZ,001979.SZ,603799.SH,600188.SH,600031.SH,600031.SH,600028.SH,600176.SH,600028.SH,600028.SH,601088.SH,002001.SZ,002032.SZ,600362.SH
129,002195.SZ,600887.SH,000156.SZ,600703.SH,600015.SH,600030.SH,002007.SZ,002007.SZ,603833.SH,600340.SH,600036.SH,600036.SH,600029.SH,600177.SH,600029.SH,600029.SH,601108.SH,002007.SZ,600027.SH,600369.SH
130,000750.SZ,600115.SH,001979.SZ,601198.SH,600016.SH,600031.SH,002008.SZ,002008.SZ,603858.SH,600518.SH,600038.SH,600038.SH,600030.SH,600188.SH,600030.SH,600030.SH,601111.SH,002008.SZ,002044.SZ,600372.SH
131,601198.SH,601688.SH,600741.SH,002292.SZ,600018.SH,600036.SH,002024.SZ,002024.SZ,603993.SH,600682.SH,600048.SH,600048.SH,600031.SH,600196.SH,600031.SH,600031.SH,601117.SH,002010.SZ,002050.SZ,600383.SH
132,002024.SZ,600705.SH,002594.SZ,600485.SH,600019.SH,600037.SH,002027.SZ,002027.SZ,601021.SH,600009.SH,600050.SH,600050.SH,600036.SH,600208.SH,600036.SH,600036.SH,601138.SH,600482.SH,601988.SH,600390.SH
133,600660.SH,000039.SZ,600332.SH,002153.SZ,600021.SH,600038.SH,002044.SZ,002044.SZ,601088.SH,600170.SH,600061.SH,600061.SH,600038.SH,600219.SH,600038.SH,600038.SH,601155.SH,002024.SZ,002153.SZ,600398.SH
134,000027.SZ,600221.SH,601006.SH,601318.SH,600023.SH,000001.SZ,002049.SZ,002049.SZ,601099.SH,600221.SH,600066.SH,600066.SH,600048.SH,600221.SH,600048.SH,600048.SH,601162.SH,002027.SZ,002146.SZ,600498.SH
135,600633.SH,601158.SH,002739.SZ,000623.SZ,600028.SH,000002.SZ,002065.SZ,002065.SZ,601111.SH,600519.SH,600068.SH,600068.SH,600050.SH,600233.SH,600050.SH,600050.SH,601166.SH,002032.SZ,600048.SH,600519.SH
136,601969.SH,601238.SH,600606.SH,000423.SZ,600029.SH,000008.SZ,002074.SZ,002074.SZ,601117.SH,603833.SH,600085.SH,600085.SH,600061.SH,600271.SH,600061.SH,600061.SH,601169.SH,600027.SH,601006.SH,600583.SH
137,600104.SH,000725.SZ,600362.SH,000027.SZ,600030.SH,000009.SZ,002081.SZ,002081.SZ,601118.SH,000157.SZ,600089.SH,600089.SH,600066.SH,600276.SH,600066.SH,600066.SH,601186.SH,002044.SZ,601111.SH,600585.SH
138,600585.SH,601009.SH,000776.SZ,000413.SZ,600031.SH,000027.SZ,002131.SZ,002131.SZ,601155.SH,600010.SH,600100.SH,600100.SH,600068.SH,600297.SH,600068.SH,600068.SH,601198.SH,002050.SZ,600018.SH,600588.SH
139,002230.SZ,000413.SZ,600372.SH,600021.SH,600036.SH,000039.SZ,002142.SZ,002142.SZ,601163.SH,600373.SH,600104.SH,600104.SH,600085.SH,600309.SH,600085.SH,600085.SH,601211.SH,601988.SH,601398.SH,600606.SH
140,601727.SH,002422.SZ,600369.SH,600030.SH,600037.SH,000060.SZ,002146.SZ,002146.SZ,601166.SH,000792.SZ,600109.SH,600109.SH,600089.SH,600332.SH,600089.SH,600089.SH,601212.SH,002153.SZ,601628.SH,600637.SH
141,601898.SH,601985.SH,601985.SH,600958.SH,600038.SH,000061.SZ,002152.SZ,002152.SZ,601169.SH,300315.SZ,600111.SH,600111.SH,600100.SH,600339.SH,600100.SH,600100.SH,601216.SH,002146.SZ,002120.SZ,600655.SH
142,600170.SH,600150.SH,300133.SZ,603000.SH,600048.SH,000063.SZ,002153.SZ,002153.SZ,601186.SH,600583.SH,600115.SH,600115.SH,600104.SH,600340.SH,600104.SH,600104.SH,601225.SH,600048.SH,601166.SH,601788.SH
143,601158.SH,600369.SH,300146.SZ,601985.SH,600050.SH,000069.SZ,002174.SZ,002174.SZ,601198.SH,600649.SH,600118.SH,600118.SH,600109.SH,600346.SH,600109.SH,600109.SH,601229.SH,601006.SH,002463.SZ,601766.SH
144,600276.SH,600196.SH,000002.SZ,600690.SH,600060.SH,000100.SZ,002183.SZ,002183.SZ,601211.SH,000961.SZ,600153.SH,600153.SH,600111.SH,600352.SH,600111.SH,600111.SH,601236.SH,601111.SH,601318.SH,601633.SH
145,600485.SH,600153.SH,000538.SZ,002195.SZ,600061.SH,000156.SZ,002195.SZ,002195.SZ,601212.SH,600089.SH,600157.SH,600157.SH,600115.SH,600362.SH,600115.SH,600115.SH,601238.SH,002081.SZ,002129.SZ,601727.SH
146,601718.SH,600535.SH,000623.SZ,601669.SH,600066.SH,000157.SZ,002202.SZ,002202.SZ,601216.SH,600958.SH,600170.SH,600170.SH,600118.SH,600369.SH,600118.SH,600118.SH,601288.SH,600018.SH,000338.SZ,600999.SH
147,002673.SZ,300002.SZ,000001.SZ,000977.SZ,600068.SH,000166.SZ,002230.SZ,002230.SZ,601225.SH,601668.SH,600176.SH,600176.SH,600153.SH,600372.SH,600153.SH,600153.SH,601298.SH,601398.SH,601998.SH,601888.SH
148,002739.SZ,002153.SZ,000402.SZ,600718.SH,600074.SH,000333.SZ,002236.SZ,002236.SZ,601228.SH,600959.SH,600177.SH,600177.SH,600157.SH,600383.SH,600170.SH,600170.SH,601318.SH,601628.SH,601328.SH,601989.SH
149,000001.SZ,002294.SZ,600066.SH,600547.SH,600085.SH,000338.SZ,002241.SZ,002241.SZ,601229.SH,002411.SZ,600188.SH,600188.SH,600170.SH,600390.SH,600176.SH,600176.SH,601319.SH,002120.SZ,601600.SH,002311.SZ
150,600362.SH,601258.SH,600177.SH,000039.SZ,600089.SH,000402.SZ,002252.SZ,002252.SZ,601288.SH,600066.SH,600196.SH,600196.SH,600176.SH,600398.SH,600177.SH,600177.SH,601328.SH,601166.SH,601919.SH,601618.SH
151,600177.SH,600068.SH,600015.SH,002594.SZ,600100.SH,000413.SZ,002292.SZ,002292.SZ,601318.SH,601166.SH,600208.SH,600208.SH,600177.SH,600406.SH,600188.SH,600188.SH,601336.SH,601318.SH,002142.SZ,601117.SH
152,600998.SH,601989.SH,601179.SH,000793.SZ,600104.SH,000415.SZ,002299.SZ,002299.SZ,601328.SH,002352.SZ,600219.SH,600219.SH,600188.SH,600415.SH,600196.SH,600196.SH,601360.SH,000338.SZ,601009.SH,300003.SZ
153,600317.SH,600362.SH,002294.SZ,300315.SZ,600109.SH,000423.SZ,002304.SZ,002304.SZ,601333.SH,002839.SZ,600221.SH,600221.SH,600196.SH,600436.SH,600208.SH,600208.SH,601377.SH,601998.SH,002371.SZ,300014.SZ
154,600649.SH,601788.SH,002292.SZ,000568.SZ,600111.SH,000425.SZ,002310.SZ,002310.SZ,601336.SH,600048.SH,600233.SH,600233.SH,600208.SH,600438.SH,600219.SH,600219.SH,601390.SH,601328.SH,601088.SH,601877.SH
155,601988.SH,600959.SH,000009.SZ,002500.SZ,600115.SH,000503.SZ,002352.SZ,002352.SZ,601375.SH,601229.SH,600271.SH,600271.SH,600219.SH,600482.SH,600221.SH,600221.SH,601398.SH,601600.SH,002304.SZ,300015.SZ
156,000831.SZ,000858.SZ,600005.SH,601607.SH,600118.SH,000538.SZ,002385.SZ,002385.SZ,600196.SH,601390.SH,600276.SH,600276.SH,600221.SH,600487.SH,600233.SH,600233.SH,601555.SH,601919.SH,601857.SH,300033.SZ
157,600150.SH,600827.SH,600839.SH,600118.SH,600150.SH,000540.SZ,002411.SZ,002411.SZ,600208.SH,600028.SH,600297.SH,600297.SH,600233.SH,600489.SH,600271.SH,600271.SH,601577.SH,002142.SZ,601390.SH,002352.SZ
158,600893.SH,600585.SH,600027.SH,600637.SH,600153.SH,000555.SZ,002415.SZ,002415.SZ,600219.SH,600704.SH,600309.SH,600309.SH,600271.SH,600498.SH,600276.SH,600276.SH,601600.SH,601009.SH,002202.SZ,601688.SH
159,601808.SH,000402.SZ,600674.SH,000839.SZ,600157.SH,000559.SZ,002424.SZ,002424.SZ,600221.SH,600816.SH,600332.SH,600332.SH,600276.SH,600516.SH,600297.SH,600297.SH,601601.SH,601088.SH,601601.SH,002410.SZ
160,600153.SH,600019.SH,000826.SZ,000166.SZ,600170.SH,000568.SZ,002426.SZ,002426.SZ,600233.SH,600549.SH,600339.SH,600339.SH,600297.SH,600518.SH,600299.SH,600299.SH,601607.SH,002304.SZ,601899.SH,300059.SZ
161,600050.SH,601992.SH,600588.SH,600060.SH,600177.SH,000623.SZ,002450.SZ,002450.SZ,600271.SH,300122.SZ,600340.SH,600340.SH,600309.SH,600519.SH,600309.SH,600309.SH,601618.SH,601857.SH,601898.SH,002415.SZ
162,600028.SH,601958.SH,002415.SZ,601928.SH,600188.SH,000625.SZ,002456.SZ,002456.SZ,600276.SH,600685.SH,600346.SH,600346.SH,600332.SH,600522.SH,600332.SH,600332.SH,601628.SH,601390.SH,601186.SH,002422.SZ
163,000738.SZ,300104.SZ,601336.SH,600011.SH,600196.SH,000627.SZ,002465.SZ,002465.SZ,600297.SH,002624.SZ,600352.SH,600352.SH,600339.SH,600535.SH,600339.SH,600339.SH,601633.SH,002202.SZ,002230.SZ,002456.SZ
164,601555.SH,600373.SH,601166.SH,000883.SZ,600208.SH,000630.SZ,002466.SZ,002466.SZ,600309.SH,600030.SH,600362.SH,600362.SH,600340.SH,600547.SH,600340.SH,600340.SH,601668.SH,601898.SH,002236.SZ,601012.SH
165,601009.SH,000559.SZ,600038.SH,600895.SH,600221.SH,000651.SZ,002470.SZ,002470.SZ,600332.SH,300027.SZ,600369.SH,600369.SH,600346.SH,600549.SH,600346.SH,600346.SH,601669.SH,601601.SH,002252.SZ,002466.SZ
166,600030.SH,600648.SH,600060.SH,600585.SH,600252.SH,000671.SZ,002475.SZ,002475.SZ,600340.SH,000338.SZ,600372.SH,600372.SH,600352.SH,600566.SH,600352.SH,600352.SH,601688.SH,300024.SZ,002241.SZ,002460.SZ
167,000069.SZ,601808.SH,600011.SH,601398.SH,600256.SH,000686.SZ,002500.SZ,002500.SZ,600352.SH,300033.SZ,600373.SH,600373.SH,600362.SH,600570.SH,600362.SH,600362.SH,601698.SH,601899.SH,601901.SH,300124.SZ
168,600535.SH,601928.SH,000712.SZ,000826.SZ,600271.SH,000709.SZ,002508.SZ,002508.SZ,600362.SH,601898.SH,600376.SH,600376.SH,600369.SH,600583.SH,600369.SH,600369.SH,601727.SH,601186.SH,601878.SH,601018.SH
169,600315.SH,600028.SH,000540.SZ,600959.SH,600276.SH,000712.SZ,002555.SZ,002555.SZ,600369.SH,002065.SZ,600383.SH,600383.SH,600372.SH,600585.SH,600372.SH,600372.SH,601766.SH,002230.SZ,002673.SZ,002468.SZ
170,002153.SZ,600837.SH,601857.SH,600177.SH,600297.SH,000718.SZ,002558.SZ,002558.SZ,600372.SH,000060.SZ,600390.SH,600390.SH,600383.SH,600588.SH,600383.SH,600383.SH,601788.SH,002236.SZ,601198.SH,601377.SH
171,601336.SH,601607.SH,601872.SH,300058.SZ,600309.SH,000725.SZ,002594.SZ,002594.SZ,600373.SH,600023.SH,600398.SH,600398.SH,600390.SH,600606.SH,600390.SH,600390.SH,601800.SH,002252.SZ,601288.SH,601336.SH
172,000778.SZ,600048.SH,600111.SH,600795.SH,600332.SH,000728.SZ,002602.SZ,002602.SZ,600376.SH,600489.SH,600406.SH,600406.SH,600398.SH,600637.SH,600398.SH,600398.SH,601808.SH,002241.SZ,601838.SH,002475.SZ
173,001979.SZ,600703.SH,601288.SH,002304.SZ,600340.SH,000738.SZ,002673.SZ,002673.SZ,600383.SH,600919.SH,600415.SH,600415.SH,600406.SH,600660.SH,600406.SH,600406.SH,000069.SZ,601901.SH,601997.SH,601818.SH
174,601328.SH,601991.SH,600690.SH,603885.SH,600352.SH,000750.SZ,002714.SZ,002714.SZ,600390.SH,000723.SZ,600436.SH,600436.SH,600415.SH,600674.SH,600415.SH,600415.SH,000001.SZ,601878.SH,601229.SH,300122.SZ
175,600999.SH,600027.SH,600875.SH,600600.SH,600362.SH,000768.SZ,002736.SZ,002736.SZ,600406.SH,601939.SH,600438.SH,600438.SH,600436.SH,600688.SH,600436.SH,600436.SH,000002.SZ,002673.SZ,601162.SH,600998.SH
176,600783.SH,601933.SH,603993.SH,601901.SH,600369.SH,000776.SZ,002739.SZ,002739.SZ,600415.SH,603799.SH,600482.SH,600482.SH,600438.SH,600690.SH,600438.SH,600438.SH,000063.SZ,601198.SH,601668.SH,002493.SZ
177,000568.SZ,600104.SH,601099.SH,600998.SH,600372.SH,000778.SZ,002797.SZ,002797.SZ,600436.SH,601985.SH,600487.SH,600487.SH,600482.SH,600703.SH,600482.SH,600482.SH,000100.SZ,601288.SH,002271.SZ,600958.SH
178,002252.SZ,600157.SH,002252.SZ,600018.SH,600373.SH,000783.SZ,002831.SZ,002831.SZ,600482.SH,000783.SZ,600489.SH,600489.SH,600487.SH,600704.SH,600487.SH,600487.SH,000157.SZ,601838.SH,601788.SH,300136.SZ
179,603993.SH,601006.SH,300002.SZ,001979.SZ,600376.SH,000792.SZ,002839.SZ,002839.SZ,600485.SH,002292.SZ,600498.SH,600498.SH,600489.SH,600705.SH,600489.SH,600489.SH,000166.SZ,601997.SH,601766.SH,300142.SZ
180,601016.SH,600820.SH,600000.SH,002024.SZ,600383.SH,000793.SZ,002841.SZ,002841.SZ,600489.SH,002460.SZ,600516.SH,600516.SH,600498.SH,600739.SH,600498.SH,600498.SH,000333.SZ,601229.SH,601633.SH,002508.SZ
181,600048.SH,600398.SH,600022.SH,601258.SH,600406.SH,000800.SZ,300017.SZ,300017.SZ,600498.SH,002508.SZ,600518.SH,600518.SH,600516.SH,600741.SH,600516.SH,600516.SH,000338.SZ,601162.SH,601727.SH,600926.SH
182,600019.SH,000539.SZ,600585.SH,600061.SH,600415.SH,000826.SZ,300024.SZ,300024.SZ,600518.SH,300070.SZ,600519.SH,600519.SH,600518.SH,600760.SH,600519.SH,600519.SH,000413.SZ,601668.SH,600999.SH,600919.SH
183,600008.SH,601857.SH,600873.SH,000768.SZ,600446.SH,000839.SZ,300027.SZ,300027.SZ,600519.SH,600585.SH,600522.SH,600522.SH,600519.SH,600795.SH,600522.SH,600522.SH,000415.SZ,002271.SZ,601888.SH,300144.SZ
184,300124.SZ,600637.SH,600637.SH,600518.SH,600482.SH,000858.SZ,300033.SZ,300033.SZ,600522.SH,600909.SH,600535.SH,600535.SH,600522.SH,600809.SH,600535.SH,600535.SH,000423.SZ,601788.SH,601989.SH,000166.SZ
185,600958.SH,600519.SH,000778.SZ,002422.SZ,600485.SH,000876.SZ,300059.SZ,300059.SZ,600535.SH,601021.SH,600547.SH,600547.SH,600535.SH,600816.SH,600547.SH,600547.SH,000425.SZ,601766.SH,002311.SZ,002736.SZ
